rowid,consumption,income,floor_area,property_age,tenure,bedrooms,property_type,region,country,adults,scaled_income
667,19329.9466034553,36890.0884594159,Over 250,1984 to 1992,NA,6,NA,NA,NA,4,0.335113299297808
668,15574.4753090428,34353.6173109838,Over 250,1965 to 1983,Owner-occupied,6,purpose built flat,Wales,Wales,4,0.09029545896376731
669,8105.10402058685,19116.3198212218,51 to 100,Pre 1919,NA,4,purpose built flat,Wales,Wales,1,-1.3803943481238172
670,14756.8948014266,22126.3099879965,50 or less,1984 to 1992,NA,5,end terrace,West Midlands,England,3,-1.0898728917642648
671,17774.5956497105,32280.164279304,50 or less,1965 to 1983,Owner-occupied,5,mid terraced,South East,England,5 or more,-0.109832302617001
672,16783.5095762699,28971.8279120105,101 to 150,1945 to 1964,Council/Housing Association,4,mid terraced,West Midlands,England,5 or more,-0.42914985725980387
673,13905.5718982903,26405.8523941616,50 or less,1965 to 1983,Council/Housing Association,5,purpose built flat,South West,England,4,-0.6768154319374831
674,9381.3318165044,6724.83055176275,50 or less,1984 to 1992,Owner-occupied,4,mid terraced,London,England,4,-2.5764093878953656
675,17461.1797559376,34814.9741114392,51 to 100,Pre 1919,NA,4,end terrace,South East,England,2,0.13482518901046348
676,10685.8386156105,38416.7682885907,Over 250,1919 to 1944,NA,3,purpose built flat,East of England,England,5 or more,0.4824670190084193
677,9233.34060343062,38930.1671774685,201 to 250,1965 to 1983,NA,4,purpose built flat,Wales,Wales,2,0.5320198031126872
678,17238.9541703739,55387.8760884645,Over 250,1945 to 1964,Council/Housing Association,4,end terrace,NA,NA,1,2.120502587522404
679,9316.27007407822,30677.6310112683,50 or less,1965 to 1983,NA,4,NA,East of England,England,1,-0.2645073258225548
680,15719.9263569205,24656.7969303819,50 or less,Post 1999,Council/Housing Association,3,bungalow,East of England,England,2,-0.8456326414419902
681,14672.2581055069,38165.1483278009,51 to 100,Pre 1919,Owner-occupied,5,converted flat,South West,England,2,0.4581808940021982
682,8902.72988704681,38075.9193715552,50 or less,1965 to 1983,Privately rented,3,bungalow,North East,England,1,0.4495685979873847
683,19775.8479847093,56124.6516140495,Over 250,1945 to 1964,Privately rented,6,detached,York and Humber,England,2,2.19161547721413
684,12088.6957050886,38513.7161600801,151 to 200,Pre 1919,Privately rented,5,mid terraced,West Midlands,England,4,0.49182433755615373
685,19861.1931795366,51834.8870452766,51 to 100,1945 to 1964,Privately rented,5,detached,Wales,Wales,2,1.777571383742912
686,12600.9786722289,35534.7169365087,Over 250,Pre 1919,Owner-occupied,4,NA,East of England,England,2,0.20429409826194725
687,12168.7717386227,19056.6883192945,50 or less,1945 to 1964,NA,5,purpose built flat,North East,England,2,-1.3861499253267127
688,14524.8277761759,25264.2474339059,50 or less,1965 to 1983,Council/Housing Association,4,purpose built flat,South East,England,2,-0.7870020828115488
689,13106.729734122,49574.7601754503,Over 250,Post 1999,Owner-occupied,4,semi-detached,East of England,England,2,1.559426036616121
690,13113.0665970157,38516.471891886,201 to 250,1984 to 1992,NA,5,semi-detached,NA,NA,5 or more,0.49209031823158084
691,10854.0883618409,23468.5746911297,Over 250,Pre 1919,NA,4,converted flat,East Midlands,England,1,-0.960318748804346
692,9399.82404155936,21682.37911971,50 or less,Pre 1919,Privately rented,4,mid terraced,East of England,England,2,-1.1327206870166167
693,17317.8441726719,27458.1928766396,Over 250,1984 to 1992,Privately rented,6,mid terraced,South West,England,2,-0.5752445055835209
694,11164.4481046133,31404.9819746565,101 to 150,Pre 1919,NA,3,end terrace,East Midlands,England,2,-0.19430408612410402
695,8691.03506782367,25244.5176048523,151 to 200,Post 1999,NA,3,bungalow,York and Humber,England,1,-0.7889063875942184
696,12458.5398409461,22479.6994417789,Over 250,Post 1999,Privately rented,6,mid terraced,South West,England,4,-1.0557640697793145
697,11188.9170372982,41393.9928631191,50 or less,Pre 1919,Privately rented,4,purpose built flat,West Midlands,England,3,0.7698259708246172
698,5151.89501653236,24275.6977339187,101 to 150,1945 to 1964,Privately rented,3,converted flat,Wales,Wales,2,-0.8824159820641896
699,13397.5115149013,34271.96890065683,Over 250,1993 to 1999,Privately rented,5,detached,North West,England,3,0.08241483020309245
700,15385.2969506719,30611.7846814357,Over 250,1965 to 1983,Privately rented,5,converted flat,North West,England,1,-0.27086275244489366
701,15937.3012362974,36346.414651435,50 or less,Post 1999,Owner-occupied,3,end terrace,London,England,1,0.28263840810957463
702,16362.5448222582,44795.0402774964,50 or less,1984 to 1992,Council/Housing Association,4,converted flat,North West,England,4,1.0980919096570823
703,10322.9932116615,35506.9697502748,51 to 100,Post 1999,NA,4,mid terraced,East Midlands,England,1,0.20161596560771658
704,13249.7937609598,40868.7527554661,Over 250,Pre 1919,Council/Housing Association,5,converted flat,South East,England,2,0.7191302832778015
705,10287.1558148551,12073.5496813249,50 or less,1965 to 1983,Owner-occupied,6,NA,East of England,England,2,-2.060155983372232
706,11903.5198043684,32400.4727744625,Over 250,1984 to 1992,Privately rented,6,end terrace,South East,England,1,-0.09822023836121437
707,9416.7737256007,26500.5920907285,50 or less,Pre 1919,NA,6,bungalow,East of England,England,4,-0.6676712443831527
708,9819.39101032548,22612.2746760255,51 to 100,1945 to 1964,Council/Housing Association,4,end terrace,North East,England,2,-1.0429680312554404
709,17390.6961187345,30895.930286211,51 to 100,1965 to 1983,Owner-occupied,6,end terrace,South East,England,2,-0.24343728247867716
710,13479.7564719629,47964.0111620757,50 or less,1919 to 1944,Council/Housing Association,5,end terrace,East Midlands,England,5 or more,1.4039580372981262
711,13538.6348734281,36374.9206217576,Over 250,1984 to 1992,Privately rented,5,mid terraced,East of England,England,5 or more,0.2853897778995756
712,22159.9275258234,39478.9107066364,51 to 100,1965 to 1983,NA,6,detached,South West,England,5 or more,0.584984019083055
713,14406.958019048,41984.6397580619,50 or less,1919 to 1944,Owner-occupied,4,mid terraced,North West,England,5 or more,0.8268346607556214
714,12330.1894781446,26061.6291181291,50 or less,1984 to 1992,Owner-occupied,6,converted flat,South East,England,5 or more,-0.7100395429560833
715,17898.6004703858,37940.3041421625,151 to 200,1984 to 1992,Council/Housing Association,5,converted flat,East Midlands,England,2,0.4364791419544038
716,12549.182043987,44905.8010323008,Over 250,1993 to 1999,Owner-occupied,5,end terrace,North West,England,3,1.1087824348782116
717,20611.8651708755,36196.8946731652,50 or less,Post 1999,NA,3,end terrace,London,England,2,0.2682068786244348
718,13021.4108175095,24370.5536560031,Over 250,1919 to 1944,Owner-occupied,5,purpose built flat,London,England,5 or more,-0.8732605765308163
719,11990.5788535736,25698.3724135982,51 to 100,1984 to 1992,Owner-occupied,7,bungalow,East of England,England,2,-0.7451007428223181
720,9595.70934351848,18645.3272739055,50 or less,Pre 1919,Council/Housing Association,4,purpose built flat,South West,England,1,-1.4258541115114993
721,16085.8932709146,37219.5093631117,Over 250,1945 to 1964,Privately rented,5,converted flat,South East,England,5 or more,0.36690869908130064
722,21018.4856847438,42774.568296051,151 to 200,Pre 1919,NA,5,end terrace,West Midlands,England,2,0.9030778298562278
723,13118.4655969224,39939.1023084991,Over 250,Pre 1919,Owner-occupied,6,detached,West Midlands,England,4,0.6294012852433781
724,15795.4861790207,51416.7473908648,151 to 200,1945 to 1964,NA,3,purpose built flat,York and Humber,England,1,1.7372129325086465
725,16106.238246272,48014.9692239191,201 to 250,Post 1999,Owner-occupied,5,detached,South West,England,4,1.4088764621167253
726,20826.2925993806,27822.7825064914,Over 250,1965 to 1983,NA,4,mid terraced,West Midlands,England,3,-0.5400546530028288
727,17540.5614601653,54979.525083793,50 or less,1945 to 1964,Council/Housing Association,5,purpose built flat,East of England,England,2,2.0810889276730857
728,10005.3035105035,30179.8302519503,Over 250,1945 to 1964,Owner-occupied,5,purpose built flat,NA,NA,4,-0.3125545929433383
729,11638.2361020158,26865.3951137444,151 to 200,Pre 1919,Owner-occupied,5,purpose built flat,West Midlands,England,3,-0.6324607952923803
730,11426.2795110494,47624.3938673345,50 or less,1984 to 1992,Owner-occupied,5,bungalow,South East,England,4,1.3711784913174727
731,15275.8676753643,38068.4865403073,Over 250,1945 to 1964,NA,5,mid terraced,York and Humber,England,2,0.4488511880161322
732,14643.5024293839,49621.235537694,50 or less,1965 to 1983,Council/Housing Association,6,end terrace,London,England,2,1.5639117954311894
733,16256.1918360087,34616.5201965855,50 or less,1965 to 1983,Owner-occupied,6,end terrace,East Midlands,England,2,0.11567060139753083
734,11809.3592503729,23814.5088920179,51 to 100,1919 to 1944,Council/Housing Association,5,mid terraced,South East,England,1,-0.9269295009071316
735,13027.6254214425,13463.7731802201,50 or less,1965 to 1983,Privately rented,4,mid terraced,London,England,1,-1.925972901971309
736,17873.2520929102,47152.3461733639,50 or less,Post 1999,Owner-occupied,6,purpose built flat,North West,England,2,1.325616886154338
737,14229.7408519327,24725.2347784561,50 or less,1984 to 1992,NA,5,semi-detached,NA,NA,2,-0.8390270838849917
738,11821.9033116921,38811.9492759851,201 to 250,1965 to 1983,Privately rented,6,detached,London,England,5 or more,0.5206095210174702
739,18872.1009217315,38717.9909191669,201 to 250,Pre 1919,Privately rented,7,detached,North East,England,4,0.5115407476502724
740,14719.5706992206,37929.419030012,51 to 100,Post 1999,Council/Housing Association,3,NA,East Midlands,England,2,0.43542852103560237
741,10684.745379342,41391.8499118813,201 to 250,1919 to 1944,Privately rented,7,purpose built flat,East Midlands,England,2,0.7696191351607051
742,22073.6030122687,36204.1353448139,50 or less,1919 to 1944,Owner-occupied,6,NA,NA,NA,2,0.2689057415295765
743,9595.67156514199,24157.2131138611,101 to 150,Post 1999,Owner-occupied,5,end terrace,West Midlands,England,2,-0.8938520075885609
744,6939.40507797885,23693.5624549084,101 to 150,1945 to 1964,Owner-occupied,4,end terrace,West Midlands,England,1,-0.9386031387277503
745,4890.06570947506,33761.5680054676,151 to 200,1984 to 1992,Council/Housing Association,5,purpose built flat,West Midlands,England,2,0.033151409666245864
746,17482.3154591391,31788.6990448723,51 to 100,1984 to 1992,Council/Housing Association,5,semi-detached,York and Humber,England,3,-0.1572680707577923
747,12351.5986419239,29541.2885963223,50 or less,1965 to 1983,NA,4,converted flat,East of England,England,5 or more,-0.37418604070918476
748,13464.5572027556,39727.3756345605,51 to 100,Post 1999,Privately rented,4,purpose built flat,East Midlands,England,3,0.6089656232462766
749,15914.9104100813,41971.6372857387,51 to 100,1945 to 1964,Privately rented,5,detached,NA,NA,1,0.8255796741987523
750,12638.1605435459,38915.7258862596,151 to 200,1919 to 1944,Owner-occupied,5,purpose built flat,NA,NA,3,0.5306259430927992
751,7689.44946888669,27056.9020221492,101 to 150,Pre 1919,Council/Housing Association,5,NA,North West,England,5 or more,-0.61397672629215
752,6205.78647906602,32272.4258274597,Over 250,Pre 1919,NA,3,bungalow,North West,England,4,-0.11057921080447299
753,13185.0869679156,34674.6253930462,201 to 250,1984 to 1992,Privately rented,5,end terrace,Wales,Wales,3,0.121278861013843
754,15416.6199499493,28280.5301640346,151 to 200,Pre 1919,Privately rented,6,semi-detached,South East,England,4,-0.49587327407921505
755,4786.25331044455,40614.7016945464,151 to 200,1945 to 1964,Council/Housing Association,4,converted flat,North East,England,5 or more,0.6946095107441266
756,15919.6183631662,17270.5636028997,201 to 250,Pre 1919,Council/Housing Association,4,purpose built flat,North East,England,3,-1.5585450246777632
757,16490.9806250198,43161.3639785535,51 to 100,1993 to 1999,Privately rented,5,detached,West Midlands,England,4,0.9404109900222036
758,20275.6924890858,42169.9982577508,Over 250,1945 to 1964,Owner-occupied,5,converted flat,South West,England,2,0.8447252910549032
759,15373.7323325093,34370.4380279713,50 or less,1945 to 1964,NA,6,end terrace,North East,England,2,0.09191897895069716
760,15547.6795144478,28611.5933536979,51 to 100,1984 to 1992,Council/Housing Association,5,NA,South East,England,3,-0.46391936237887177
761,17283.3849896385,33594.0753140038,50 or less,1945 to 1964,Privately rented,5,bungalow,London,England,4,0.01698517058986217
762,14577.9236645853,50256.9950209249,51 to 100,Post 1999,Owner-occupied,5,mid terraced,NA,NA,4,1.6252747105002943
763,14313.2883715432,32206.503085661,201 to 250,1965 to 1983,Council/Housing Association,5,detached,South West,England,1,-0.11694201263883766
764,15161.2050883171,30352.1470998308,50 or less,1984 to 1992,NA,6,converted flat,South East,England,5 or more,-0.295922730768462
765,17885.0227374082,28414.8629480331,50 or less,1919 to 1944,Council/Housing Association,7,mid terraced,London,England,5 or more,-0.48290759848503345
766,12792.2134854228,26980.1885506946,50 or less,1919 to 1944,NA,5,converted flat,North West,England,2,-0.621381039334564
767,12494.8581654,30535.7265026402,Over 250,Pre 1919,Owner-occupied,5,end terrace,North West,England,4,-0.27820381724823867
768,10908.3522678699,17069.5102096549,51 to 100,1945 to 1964,Council/Housing Association,5,converted flat,London,England,2,-1.5779505115315946
769,10509.8129662554,40055.9283108954,Over 250,1919 to 1944,Owner-occupied,4,purpose built flat,South East,England,5 or more,0.6406772225309754
770,16075.7383979996,35763.3220890193,Over 250,1945 to 1964,Privately rented,5,semi-detached,North East,England,5 or more,0.22635885534048644
771,21370.5796101944,53754.1949315784,101 to 150,1965 to 1983,Council/Housing Association,5,mid terraced,NA,NA,4,1.9628211990033584
772,10459.5814236422,38583.845686636,51 to 100,1965 to 1983,NA,7,mid terraced,South East,England,2,0.49859317434961675
773,13842.969982176,45877.6402838711,151 to 200,1984 to 1992,NA,4,purpose built flat,North East,England,1,1.2025834571639815
774,10195.2222459328,16569.1356676866,50 or less,1919 to 1944,NA,7,end terrace,North West,England,3,-1.626246197764232
775,18595.5983951655,42744.6619408314,50 or less,1965 to 1983,Privately rented,6,end terrace,South East,England,2,0.9001912962161146
776,13285.0578892898,28717.8952813132,201 to 250,Pre 1919,Owner-occupied,5,purpose built flat,London,England,2,-0.453659199018366
777,15436.9858283929,33779.8107068763,Over 250,1965 to 1983,NA,5,end terrace,North West,England,2,0.03491217826930983
778,16169.3038823376,29331.0822588209,50 or less,1919 to 1944,Privately rented,6,converted flat,South East,England,4,-0.3944749612448795
779,10087.4890991221,30971.5658070283,50 or less,1945 to 1964,Owner-occupied,4,purpose built flat,South West,England,4,-0.23613701223098393
780,14206.4268518867,33882.4088454691,201 to 250,1965 to 1983,Privately rented,6,NA,York and Humber,England,3,0.044814855352039086
781,13670.8418618997,12655.2471268692,201 to 250,Pre 1919,NA,6,mid terraced,West Midlands,England,2,-2.0040110859883153
782,17590.4134034802,44306.2482189643,50 or less,Post 1999,Council/Housing Association,4,end terrace,York and Humber,England,4,1.0509141539722877
783,9314.2507054884,29639.2396032209,Over 250,Pre 1919,Council/Housing Association,5,purpose built flat,North East,England,2,-0.3647319004630863
784,9456.27236434535,19248.0062583993,201 to 250,1945 to 1964,Owner-occupied,5,purpose built flat,North East,England,2,-1.3676840954678753
785,17980.051816344,26420.8147368741,151 to 200,1919 to 1944,Council/Housing Association,5,converted flat,South East,England,1,-0.675371280510223
786,12109.8970207266,34271.96890065683,Over 250,1984 to 1992,Council/Housing Association,5,purpose built flat,North West,England,5 or more,0.08241483020309245
787,11795.6979186019,15828.1902300359,201 to 250,1919 to 1944,NA,5,mid terraced,South East,England,3,-1.6977615634971064
788,15151.6237921595,35223.8228162267,50 or less,1965 to 1983,Council/Housing Association,5,end terrace,North West,England,4,0.17428688641290238
789,13270.5958978889,46135.811508132,50 or less,1945 to 1964,Council/Housing Association,3,bungalow,North East,England,2,1.2275019040381034
790,22750.7292528294,43215.8963640652,51 to 100,Post 1999,Council/Housing Association,4,mid terraced,NA,NA,1,0.945674405242791
791,15786.6745880442,39492.1010145547,Over 250,1984 to 1992,Council/Housing Association,6,end terrace,London,England,2,0.5862571353571724
792,15360.9157407857,20273.9725280359,151 to 200,1945 to 1964,Privately rented,6,detached,North East,England,2,-1.2686587836509966
793,18698.683425171,23031.422257093,Over 250,1965 to 1983,Privately rented,6,end terrace,York and Humber,England,4,-1.0025122958761465
794,14398.6233855569,24814.4050535823,151 to 200,1984 to 1992,NA,5,bungalow,North West,England,3,-0.8304204517173507
795,14872.6825180806,40406.9496492064,151 to 200,Pre 1919,NA,7,detached,South West,England,2,0.6745574762092342
796,10009.1303753556,20607.6115874623,51 to 100,1984 to 1992,Privately rented,4,mid terraced,South West,England,1,-1.2364562513926103
797,4717.40613962586,28901.7242652343,50 or less,1993 to 1999,Owner-occupied,5,bungalow,South West,England,2,-0.4359161961609573
798,9427.10391333214,26261.9958522568,51 to 100,Pre 1919,Privately rented,4,purpose built flat,York and Humber,England,3,-0.6907003318027255
799,15154.3692037857,37527.2837894277,201 to 250,1919 to 1944,Council/Housing Association,6,semi-detached,York and Humber,England,5 or more,0.39661480096513596
800,10178.9473831227,19330.0974717155,101 to 150,1919 to 1944,Council/Housing Association,5,bungalow,East of England,England,2,-1.3597607277737873
801,17645.661242243,27514.7900714765,Over 250,1919 to 1944,Privately rented,6,NA,South West,England,4,-0.5697817968838778
802,17805.8288193773,35571.6173484142,50 or less,1965 to 1983,NA,5,end terrace,London,England,4,0.20785569175995494
803,15603.7096781662,32429.959996892,201 to 250,1984 to 1992,Privately rented,7,end terrace,York and Humber,England,2,-0.09537415902887032
804,13784.4256098032,15865.7653443972,50 or less,1945 to 1964,Owner-occupied,5,purpose built flat,North West,England,5 or more,-1.694134848344472
805,8740.94368880206,32653.4419611672,Over 250,Pre 1919,NA,5,converted flat,West Midlands,England,2,-0.073803887322337
806,13321.1591842109,13903.4625432043,50 or less,1965 to 1983,Privately rented,8,semi-detached,North East,England,5 or more,-1.8835344928728335
807,12698.5308436944,27640.9409945284,Over 250,1984 to 1992,NA,5,end terrace,North East,England,5 or more,-0.5576058269120518
808,17534.1125464768,36795.784532063,Over 250,1945 to 1964,NA,4,purpose built flat,North West,England,5 or more,0.3260111717834358
809,20332.8051278287,32468.3809061704,50 or less,Pre 1919,Council/Housing Association,7,semi-detached,London,England,2,-0.09166580853609124
810,16831.1164248576,22461.865598097,51 to 100,1993 to 1999,Privately rented,6,end terrace,West Midlands,England,2,-1.0574853758141796
811,9768.42459907907,24914.7959030908,51 to 100,1984 to 1992,Council/Housing Association,5,bungalow,NA,NA,2,-0.8207308201277455
812,21905.0544388997,39546.4333710033,Over 250,1984 to 1992,Owner-occupied,6,purpose built flat,North West,England,4,0.5915012439583007
813,19041.4583061485,29121.3343465226,51 to 100,1945 to 1964,Owner-occupied,5,mid terraced,South West,England,4,-0.41471963500558273
814,15631.1616106833,21714.0332814561,201 to 250,Post 1999,NA,6,purpose built flat,South West,England,5 or more,-1.1296654567132658
815,5093.05682323205,12872.6212892337,50 or less,1945 to 1964,Council/Housing Association,4,end terrace,East of England,England,5 or more,-1.9830303336515926
816,10523.3438883051,24439.9103649125,51 to 100,1993 to 1999,NA,4,converted flat,North East,England,1,-0.8665663313790937
817,14363.1986535219,28930.3132949068,50 or less,1965 to 1983,Council/Housing Association,4,end terrace,South West,England,1,-0.4331568095596182
818,17959.5822906456,49976.32615468,151 to 200,1945 to 1964,Council/Housing Association,6,end terrace,West Midlands,England,5 or more,1.5981848121091558
819,9546.59407950245,16400.5219146039,50 or less,Post 1999,Council/Housing Association,4,bungalow,London,England,5 or more,-1.6425206406672552
820,28583.9781101382,50711.4835250436,Over 250,1919 to 1944,Privately rented,5,mid terraced,West Midlands,England,2,1.6691415189612413
821,3587.53699353171,18659.9272729627,Over 250,1919 to 1944,Council/Housing Association,4,purpose built flat,York and Humber,England,1,-1.4244449331574414
822,13639.3176105667,33316.5221764017,Over 250,1984 to 1992,NA,4,purpose built flat,York and Humber,England,2,-0.00980400056538093
823,13536.3292637649,26141.1304125545,Over 250,1965 to 1983,NA,6,end terrace,London,England,5 or more,-0.7023661518288009
824,11786.1647356221,38132.384274286,151 to 200,1945 to 1964,Council/Housing Association,4,end terrace,East of England,England,4,0.45501853797576985
825,13279.0863003752,16165.3198926897,50 or less,Post 1999,Council/Housing Association,5,bungalow,North West,England,2,-1.6652221214559595
826,17879.6447587873,38059.1854787607,50 or less,Post 1999,NA,4,detached,York and Humber,England,2,0.44795345819095383
827,10868.5495806594,29967.6857288739,50 or less,1945 to 1964,Privately rented,5,NA,North East,England,2,-0.3330305853512802
828,5630.23030016561,34448.1877062756,50 or less,1945 to 1964,Owner-occupied,3,bungalow,West Midlands,England,2,0.09942330571620828
829,15067.1307909535,31754.8804467415,50 or less,1965 to 1983,NA,5,semi-detached,South East,England,2,-0.16053221045148663
830,14651.9258973671,38092.2363322409,201 to 250,1965 to 1983,Privately rented,4,purpose built flat,North West,England,1,0.4511434958837621
831,14605.3102716554,37134.3173721972,50 or less,1965 to 1983,Owner-occupied,4,end terrace,North West,England,5 or more,0.3586860472122512
832,17556.3908310003,30251.1686475484,50 or less,1919 to 1944,Privately rented,4,end terrace,West Midlands,England,2,-0.3056690772322618
833,14605.1320978838,32615.4980369967,Over 250,1919 to 1944,Privately rented,6,NA,York and Humber,England,3,-0.07746619965534413
834,18023.2243986895,35515.1242874545,51 to 100,Post 1999,Council/Housing Association,5,end terrace,South West,England,5 or more,0.20240303396545878
835,5943.07565674221,35350.6858592735,151 to 200,Pre 1919,Council/Housing Association,4,end terrace,East Midlands,England,5 or more,0.18653158954548932
836,9767.93292714328,34271.96890065683,201 to 250,1945 to 1964,Owner-occupied,3,converted flat,South West,England,1,0.08241483020309245
837,16171.0187690161,37659.0546892155,201 to 250,Pre 1919,Council/Housing Association,6,mid terraced,East of England,England,2,0.40933320587380745
838,13129.2158771019,53865.7554971183,51 to 100,1919 to 1944,Owner-occupied,3,end terrace,East of England,England,1,1.9735889212141176
839,18756.9540330505,41375.0711852348,Over 250,1984 to 1992,NA,5,converted flat,Wales,Wales,4,0.7679996680425046
840,10303.9095356835,32561.1001312732,151 to 200,1965 to 1983,Owner-occupied,4,converted flat,East of England,England,2,-0.08271663501162815
841,17799.2801446991,41513.8966206809,51 to 100,1919 to 1944,Owner-occupied,6,converted flat,East Midlands,England,5 or more,0.781398970183337
842,11760.100867893,45077.7356136834,51 to 100,1965 to 1983,Owner-occupied,5,purpose built flat,West Midlands,England,4,1.125377401045615
843,9835.12130491216,37698.0460101815,51 to 100,1993 to 1999,Owner-occupied,6,semi-detached,North West,England,4,0.41309661197309094
844,13172.8570995296,35156.1268872761,201 to 250,1993 to 1999,Privately rented,4,purpose built flat,North West,England,2,0.16775293820090065
845,14877.7633201286,27953.2988655223,Over 250,Pre 1919,NA,5,detached,East Midlands,England,2,-0.5274573352032713
846,9338.63995886483,31556.4508573655,50 or less,Pre 1919,NA,4,bungalow,South West,England,1,-0.17968445019189583
847,11349.2859369454,31519.619057448,101 to 150,Pre 1919,NA,4,purpose built flat,East Midlands,England,2,-0.18323942132452314
848,9255.57444745443,10965.7348828291,50 or less,1984 to 1992,Privately rented,4,mid terraced,York and Humber,England,2,-2.167081239204722
849,19070.5394952808,23376.7301276202,Over 250,Pre 1919,Council/Housing Association,6,converted flat,North East,England,3,-0.9691835008038776
850,17796.4396053679,19759.5404285973,201 to 250,1965 to 1983,Owner-occupied,3,converted flat,South East,England,2,-1.3183112922793383
851,10184.3787792054,42278.9366978367,50 or less,1984 to 1992,Owner-occupied,4,mid terraced,East of England,England,2,0.8552399281512789
852,17078.6904988639,41614.7696211626,51 to 100,1965 to 1983,Council/Housing Association,7,detached,North East,England,5 or more,0.7911351385372372
853,13552.9147816938,10381.7611226029,101 to 150,1945 to 1964,Owner-occupied,4,purpose built flat,South East,England,3,-2.223445844368357
854,9832.72164871532,33073.4786974668,Over 250,Post 1999,Council/Housing Association,3,end terrace,North West,England,4,-0.03326233150555074
855,16486.2418797739,35845.2638376251,Over 250,Post 1999,NA,5,end terrace,North East,England,4,0.23426779683949284
856,13260.5566274273,29680.0354500181,101 to 150,1965 to 1983,Owner-occupied,4,purpose built flat,North East,England,4,-0.36079432320593424
857,18474.8605530186,30242.9845754942,50 or less,1965 to 1983,Owner-occupied,6,purpose built flat,North East,England,2,-0.3064589962686701
858,13815.8933382479,20754.1495706734,50 or less,1965 to 1983,NA,7,converted flat,York and Humber,England,4,-1.2223125413019895
859,19809.3398672476,46586.4060616946,101 to 150,1945 to 1964,NA,6,end terrace,East Midlands,England,4,1.2709928720066004
860,12450.7056738768,25883.2965542286,201 to 250,1984 to 1992,NA,3,purpose built flat,London,England,2,-0.7272520364560944
861,15610.8849351706,33151.7467539683,151 to 200,Pre 1919,Council/Housing Association,6,detached,South East,England,5 or more,-0.025707971357719597
862,16264.785156619,40520.9618443408,Over 250,1993 to 1999,Owner-occupied,6,NA,East of England,England,2,0.6855618274323112
863,15869.0211071174,39645.8427339249,101 to 150,Post 1999,Council/Housing Association,5,mid terraced,East Midlands,England,2,0.6010961433737714
864,15536.8123341082,30635.2121078266,201 to 250,Post 1999,Privately rented,4,converted flat,South East,England,2,-0.2686015590001545
865,14603.6014154746,34271.96890065683,151 to 200,1965 to 1983,Owner-occupied,5,end terrace,East Midlands,England,3,0.08241483020309245
866,14264.9174699757,35491.4216854518,Over 250,Post 1999,Privately rented,6,purpose built flat,York and Humber,England,5 or more,0.20011528082614768
867,20579.1939678081,28255.6973012943,151 to 200,Pre 1919,Owner-occupied,7,detached,West Midlands,England,5 or more,-0.4982701189355619
868,18596.2570949564,40189.5407933891,101 to 150,1919 to 1944,Privately rented,5,detached,East of England,England,4,0.6535733752926566
869,12017.9665446818,32474.509951433,51 to 100,1945 to 1964,NA,5,detached,Wales,Wales,2,-0.0910742387776785
870,20713.8539121371,41752.7380388335,Over 250,Post 1999,Owner-occupied,4,mid terraced,Wales,Wales,2,0.8044517221180807
871,15287.5774250525,31473.4263183459,Over 250,1919 to 1944,NA,3,NA,London,England,2,-0.1876979016163569
872,11884.8136699923,14593.0796472683,51 to 100,1919 to 1944,Privately rented,4,mid terraced,York and Humber,England,3,-1.8169732902434539
873,15394.6818249795,15410.8518049473,Over 250,1919 to 1944,Owner-occupied,6,purpose built flat,South West,England,4,-1.7380426808209748
874,13980.3439282415,20704.271825773,50 or less,1945 to 1964,Privately rented,5,mid terraced,York and Humber,England,5 or more,-1.227126694932239
875,15097.7828548668,37306.0751786004,50 or less,1984 to 1992,Council/Housing Association,3,purpose built flat,York and Humber,England,3,0.37526395122276435
876,10441.6700832495,27880.3411672101,51 to 100,1965 to 1983,Owner-occupied,6,mid terraced,North West,England,2,-0.534499144508919
877,11107.8300248843,23093.5158459555,51 to 100,1984 to 1992,NA,6,bungalow,York and Humber,England,2,-0.9965190803281189
878,20568.1029500008,31953.4613519318,201 to 250,Post 1999,Privately rented,5,end terrace,South East,England,5 or more,-0.14136536584916573
879,18830.1164676744,42712.6129460011,Over 250,1919 to 1944,Owner-occupied,6,mid terraced,East of England,England,2,0.8970979569900481
880,10826.8175231028,14622.6495564173,50 or less,Post 1999,Privately rented,3,purpose built flat,West Midlands,England,2,-1.8141192300657116
881,10758.2679189248,36613.3141898035,50 or less,1984 to 1992,Council/Housing Association,3,NA,West Midlands,England,5 or more,0.30839930375781405
882,22130.3555912636,45006.1747754532,51 to 100,Post 1999,Council/Housing Association,7,detached,East of England,England,5 or more,1.1184704153782081
883,22936.446381933,33457.4859379012,Over 250,1919 to 1944,NA,5,end terrace,West Midlands,England,5 or more,0.0038016908208597265
884,11290.4100110897,29224.8100286829,151 to 200,1965 to 1983,Owner-occupied,4,purpose built flat,South East,England,2,-0.4047322582324483
885,9014.45686525605,36254.524712917,50 or less,Pre 1919,Privately rented,5,end terrace,North East,England,1,0.27376927655634964
886,26035.4559691868,57273.0068276416,Over 250,1984 to 1992,Privately rented,5,NA,London,England,4,2.3024536562731495
887,15656.7766165682,48358.7537996778,51 to 100,1919 to 1944,Privately rented,4,end terrace,South East,England,5 or more,1.442058230192197
888,15471.6467658917,37721.1082055124,51 to 100,1984 to 1992,NA,5,purpose built flat,North East,England,3,0.41532255365500725
